,Date,SPY,IYR,IWN,EFA,TLT,EEM,GSG,USIG,IGF,HYG,UUP,VXX,SHV
0,2009-02-28,-0.10474693376732999,-0.2029169308814203,-0.15195167286245348,-0.09498956158663878,-0.03330486763450038,-0.05307760927743079,-0.0673896204492642,-0.03523630280217488,-0.12780524914416133,-0.07750342935528134,0.02111839568067864,0.042398081534772196,-0.0007252289003716579
1,2009-03-31,0.13458285423528676,0.11316884130442437,0.144610142912699,0.14989293361884387,0.023528272656855063,0.2442326980942827,0.12010676156583626,-0.005741731252046653,0.14606741573033702,0.040675364543361237,-0.041495327102803764,-0.02732193487413014,0.0008166969147005681
2,2009-04-30,0.07846040163978316,0.3079667063020213,0.13799999999999996,0.08685506870624839,-0.07793550813199218,0.11861100273117466,-0.0028157683024939775,0.03876485615905803,0.04858299595141685,0.13666169895678104,-0.012470771628994659,-0.1566069982909058,0.0007258210851025674
3,2009-05-31,0.052793264908331555,0.058657465495608525,0.02260258942286597,0.11883989625088442,-0.030274945937596644,0.14266070814712967,0.16653756777691714,0.036300777873811564,0.12034599473486282,0.03010852302805722,-0.061313291139240535,-0.1580596369922212,9.075233687278513e-05
4,2009-06-30,-0.024295732977719576,-0.06446007748194123,-0.040567123185985106,-0.03803142690316642,0.03820397409155779,-0.06204161730854289,-0.031270148291424854,0.025987634915644788,-0.021294709139405135,0.009626345788473635,0.009716941275876514,-0.08454301075268825,-9.071117561673312e-05
5,2009-07-31,0.07018299425575657,0.09499083689676234,0.09090049704663898,0.08245651707107576,0.007759353741496676,0.0901889092017063,0.02022244691607677,0.034589507574194184,0.06884681583476754,0.0665572114170244,-0.019343986543313766,-0.0865271226415095,0.00018152114721360245
6,2009-08-31,0.020111479089775248,0.10995623632385111,0.02715533611849617,0.02132609538580844,0.03803997421018686,-0.04876077586206878,-0.019038399483704418,0.01992954202315067,-0.005952380952381053,-0.01883194278903475,0.005620406398616729,-0.02792837194020036,0.000817216017433947
7,2009-09-30,0.05880858500143022,0.11764283618981124,0.076409689178793,0.06443449484134714,0.0270664168228191,0.1232678983833718,-0.0026881720430108145,0.01634634436298789,0.07987117552334956,0.0680272108843537,-0.026484408372490432,-0.19836433611289284,0.0007547210937734209
8,2009-10-31,0.005729795030302052,-0.007586882036221222,-0.03168498168498164,0.0009389671361500789,-0.03931795386158476,-0.007397622192866653,0.03184079601990053,-0.00876253529354495,-0.018948655256723707,0.021465403525602597,-0.010893246187363922,-0.07889207258834771,0.0003630422944272082
9,2009-11-30,0.05387271855828233,0.06919477961093333,0.03175508651834944,0.029171311780007432,0.01336138874276692,0.06268030422239712,0.0015893197711379756,0.012526403694061125,0.05875077303648722,0.008926474042753135,-0.019893899204243903,-0.17306507903921164,0.0003630422944273502
10,2009-12-31,0.006618002679233263,0.055319435865670556,0.05646145768203483,-0.019862566412094537,-0.056272965879265176,0.003933896148287358,-0.0018820577164365972,-0.016532968108002175,-0.009313338000886661,0.024970828471411837,0.045763479836882545,-0.12168084557875739,-0.00018147173577713429
11,2010-01-31,-0.05241333182011234,-0.05195372189478285,-0.052711096189357,-0.07491627005111934,0.027836543814719995,-0.10372278154998826,-0.10581039755351694,0.015235457063712092,-0.06402959590210587,-0.025979893821303432,0.023123909249563642,-0.03271170895750536,0.00018148820326676921
12,2010-02-28,0.01540436485245501,0.03573043871551331,0.033824044865054186,-0.015344311377245352,0.005704882062534211,-0.008903586873569073,0.04065860215053754,0.0045106883702687684,-0.01610311239382111,0.013840428006513101,0.012419700214132651,-0.12831564986737404,0.00027225701061803985
13,2010-03-31,0.04999789272796504,0.08632031472699306,0.06164041906987473,0.05562888930793883,-0.02386687103131154,0.06316254416961163,0.01863354037267082,0.0,0.0294914234125791,0.020556646264002765,0.0033726812816189562,-0.18057722308892352,-9.073586788842591e-05
14,2010-04-30,0.008573811326643147,0.058988202359528154,0.05770125639832477,-0.044935931191855356,0.035750421585160015,-0.027070800555298417,0.008155583437892145,0.018271119842829198,-0.02825964902178125,0.021714285714285814,0.01267962806424352,0.009039010466222706,0.0002723311546841147
15,2010-05-31,-0.09123386109237815,-0.08516483516483515,-0.10371007019051715,-0.11824817518248161,0.052459373977532905,-0.09886471144749295,-0.1410454686050108,-9.695559433783793e-05,-0.11706175007316365,-0.046647887323943614,0.05101617586063865,0.40580423020167244,0.0003631082062455198
16,2010-06-30,-0.03551978109146437,-0.027647112853602468,-0.05500331345261767,-0.01091329902527625,0.05059370160041304,0.0043069950807570305,0.02206693637366671,0.015573291804555403,0.0029402566829931118,0.015914801962426825,-0.011439842209073159,0.03345478635309698,0.0003630093474908264
17,2010-07-31,0.07308286155930596,0.09613752122241076,0.07863583979796253,0.1000211909302818,-0.01102362204724401,0.10135674381484422,0.07223641006931779,0.021772639691714904,0.10074626865671647,0.046528105810108536,-0.03495934959349603,-0.26957928802588993,0.0001815211472135723
18,2010-08-31,-0.06606956250320042,-0.04208944006012781,-0.09032049206863071,-0.0693253820350353,0.09934177215189877,-0.05685697469099456,-0.07399999999999997,0.024105532884122562,-0.045863309352517964,-0.015031645569620276,0.025510204081632796,0.03438530381535565,0.00027225701061808934
19,2010-09-30,0.05790867282940982,0.014465980695739669,0.06789899510295218,0.061871616395978234,-0.004622641509433901,0.07957559681697618,0.061173974540311184,0.0052175533401660175,0.04400977995110017,0.025497370226389326,-0.0455495194316757,-0.1619001454192923,0.0002722076036657085
20,2010-10-31,0.0338539129757097,0.03424915318027856,0.03405075489881143,0.027799812504506964,-0.040053532167096874,0.015188201628879664,0.015121630506245801,-0.0013919821826281148,0.04127906976744183,0.017036538892624818,-0.01236203090507712,-0.23122065727699528,9.072763563786641e-05
21,2010-11-30,-0.00033747574738444866,-0.022985910404624398,0.03283302063789864,-0.04471830985915487,-0.012641717668305514,-0.03967402959468157,0.004498714652956317,-0.012863534675615124,-0.04911591355599214,-0.010892519728798532,0.04863900044622934,-0.06788956127080188,0.0002722570106179955
22,2010-12-31,0.044629496343776345,0.03779694233906736,0.060852968122141624,0.05311120991993316,-0.015066859644060742,0.04334050491464482,0.058348851644941115,-0.0025350175576944033,0.03375605499939635,0.01849638909130705,-0.025321888412017282,-0.1989350372736955,0.0005468645067610398
