Date,SPY,IYR,IWN,EFA,EEM,GSG,TLT,USIG,HYG,VXX,VMFXX
2/1/2013,0.012758876,0.012635739,0.009998693,-0.012885696,-0.022840391,-0.051035286,0.010143219,0.004275057,0.003950067,-0.015201349,8.00E-06
3/1/2013,0.033375091,0.019964776,0.037124119,0.013053904,-0.010182796,0.011063325,-0.00632858,-0.001685016,0.003296444,-0.155193968,9.00E-06
4/1/2013,0.019212322,0.057282607,0.000357938,0.050186489,0.012158065,-0.048936186,0.0445822,0.015990078,0.015898251,-0.06320991,8.00E-06
5/1/2013,0.023609747,-0.064933252,0.029580194,-0.03019049,-0.048279051,-0.01534041,-0.069587879,-0.031039634,-0.0305686,0.008961523,1.30E-05
6/1/2013,-0.018537772,-0.032901471,-0.004865595,-0.046112876,-0.065533998,-0.000324577,-0.035037087,-0.030409698,-0.02195438,0.082027155,1.60E-05
7/1/2013,0.051676902,0.002408491,0.059138553,0.053228609,0.01324671,0.056493562,-0.024809901,0.004560312,0.023107462,-0.272815013,2.20E-05
8/1/2013,-0.029992369,-0.065325047,-0.04451531,-0.019552615,-0.025378055,0.031038669,-0.015877429,-0.014359857,-0.017530704,0.131474133,2.00E-05
9/1/2013,0.026642229,0.024903586,0.054181515,0.078249133,0.072067276,-0.03487327,0.003868324,0.007143549,0.002517826,-0.137324001,5.90E-05
10/1/2013,0.046306762,0.03730988,0.032082087,0.03260185,0.041707577,-0.01451517,0.011654115,0.011292572,0.0202009,-0.120408131,9.00E-06
11/1/2013,0.029637675,-0.046395644,0.03774582,0.00546449,-0.002590688,-0.004700709,-0.029635846,-0.004337405,-0.000107055,-0.122389824,9.00E-06
12/1/2013,0.020386754,-0.000316904,0.013754442,0.012983101,-0.012986995,0.013538992,-0.024796519,-0.009175993,-0.005780357,-0.062568852,8.00E-06
1/1/2014,-0.035248306,0.034400731,-0.038793976,-0.052011892,-0.086363653,-0.022056512,0.063027667,0.017025254,0.003983664,0.163572249,9.00E-06
2/1/2014,0.045515776,0.047509555,0.045587627,0.061311138,0.033778501,0.047967032,0.00267825,0.00919794,0.018016089,-0.113916372,9.00E-06
3/1/2014,0.003864948,-0.009948798,0.008399963,-0.004591989,0.038753769,-0.000606258,0.004881632,-0.001913954,-0.005688412,-0.039206689,8.00E-06
4/1/2014,0.006951516,0.03029412,-0.02528754,0.016666708,0.007803061,0.010009039,0.018331806,0.009131586,-0.000529749,-0.04507714,9.00E-06
5/1/2014,0.023206389,0.027968975,0.005900924,0.015954391,0.029518445,-0.00510505,0.027002701,0.010949227,0.007526041,-0.167204958,8.00E-06
6/1/2014,0.0157775,0.001674379,0.044401732,-0.014983444,0.015981206,0.023845369,-0.005083276,-0.002506255,0.001578053,-0.146778043,9.00E-06
7/1/2014,-0.013437589,-0.001114387,-0.066724765,-0.026034903,0.013647933,-0.056603723,0.004052209,-0.003230443,-0.028571362,0.10279722,8.00E-06
8/1/2014,0.039463517,0.034723161,0.043374496,0.001802114,0.02829762,-0.015625,0.044481484,0.011973369,0.019031082,-0.108750799,9.00E-06
9/1/2014,-0.018384746,-0.067385448,-0.069517705,-0.03882471,-0.07767421,-0.060634916,-0.023351586,-0.016813513,-0.024299671,0.10921379,9.00E-06
10/1/2014,0.023550905,0.083526108,0.069687948,-0.00265131,0.014196346,-0.059479561,0.025630029,0.009862505,0.006307796,-0.027581802,8.00E-06
11/1/2014,0.027471949,0.027207165,-0.003797011,0.000625503,-0.015421151,-0.100970157,-0.004360559,0.002508725,-0.015130245,-0.944962069,9.00E-06
12/1/2014,-0.008011601,-0.002337059,0.019859613,-0.049226464,-0.05325299,-0.137490027,0.043965244,-0.000715004,-0.016789189,0.180149788,8.00E-06
