,Date,Commodity,FX,ILS,UCITS,Relative_Value,Multi_Strategy,Long_Short_Equity,Event_Driven,Distressed_Debt,CTA,Arbitrage,FOF
0,2011-01-01,0.0017658347048713182,-0.003992489241994822,-0.003583743653385766,0.0011213102922203824,0.0005101714551562789,-5.5040691608781246e-05,0.0005285461484034451,0.0018847169440093141,0.0027478052548077403,-0.0023778683899432804,0.000889845335082683,0.00045150277017426367
1,2011-02-01,0.012568206381582882,0.009411481216582154,0.009239387704069919,0.01452369340467407,0.01449022736024003,0.013613611579223216,0.015731126748652277,0.016372951128305793,0.015908010597666,0.009866307424097907,0.014078922860078625,0.013751436338290922
2,2011-03-01,0.003982431974244585,-0.001956488499079407,-0.001177536465725527,0.00012062742175771616,-0.00160265435379792,-0.00031991618511297107,0.002120354765828247,0.000992320041691564,-0.0007094753938211947,-0.0005101531734698596,-0.0018665063117189612,-0.0006889745023544638
3,2011-04-01,0.0191537323869662,0.013365673787852778,0.013404933807233864,0.018653195153087998,0.017466720650441178,0.017763987269118754,0.01963047570107379,0.01965125425717597,0.019025530225482847,0.014958972270151052,0.017385816543751223,0.017594983198865967
4,2011-05-01,-0.007007470829884526,0.005395671995908905,0.0047474074885313034,-0.0015821261325460964,0.0005944831270262061,-0.000559426133773762,-0.004477133607464044,-0.0038609327108720965,-0.0023586502194841495,0.002205158609642809,0.0006352539971494228,-0.0007681702336383824
5,2011-06-01,-0.02094968626727032,-0.014707993426159046,-0.015176363935796314,-0.018861522013332563,-0.017522446400821286,-0.017936731492697606,-0.01853629270490982,-0.018945455462969937,-0.01903381912771502,-0.017102059829590507,-0.017928329016533476,-0.018053598430118657
6,2011-07-01,0.012922370689006162,0.01468492048689796,0.015627547221208658,0.009375943777600843,0.008746207835382273,0.009811555159058015,0.004456042033254983,0.005106997765821341,0.00783452270202469,0.016338935331325757,0.010333001666139166,0.010089182521413486
7,2011-08-01,0.0014552262360032853,0.018180618819090867,0.018658786369700933,-0.0018420514948714807,0.0005500178358717601,0.0015160586507508942,-0.012754556951559868,-0.0115329054337787,-0.004563941319140434,0.018089563020021,0.003738501867034041,0.0025915498558096387
8,2011-09-01,-0.017196943712623886,0.018770484274226607,0.017882648439355688,-0.014354312717928476,-0.006978684129306871,-0.007633961704524542,-0.027435658506113663,-0.02626635941486826,-0.016530170622979297,0.01354283812489989,-0.003947978250896858,-0.0061792532475622945
9,2011-10-01,0.03635333469586477,0.011562796654214825,0.011664601776843139,0.03736788765752199,0.03285331138942875,0.032396885920781354,0.047873639029729714,0.04725795536596482,0.03923512250995708,0.014844060897839538,0.030218947055463578,0.031129188586641977
10,2011-11-01,-0.003161303187457667,-0.002715921704124818,-0.0024785448385445646,-0.005503702287502142,-0.00495473943995563,-0.00454977457198776,-0.005748622320462608,-0.0060566757956518075,-0.0050364507842243335,-0.002149688419808519,-0.0046367733260636226,-0.004069637710321427
11,2011-12-01,0.005951960163549784,0.013981941567715282,0.014325113823960183,0.0090611535230002,0.010723015846317387,0.009249126117847076,0.004135768345436394,0.006158837084432558,0.009018530413476568,0.012810974151056528,0.011570498622223781,0.009605202329977181
12,2012-01-01,0.016563032669480417,0.008367540619309681,0.008021570648981315,0.019408512673159985,0.01742397645904024,0.017325573687692285,0.025437166090203064,0.024325552910650465,0.019559474512688198,0.0083384898544502,0.015507980389726918,0.01613512730886429
13,2012-02-01,0.012768904885244441,-0.00013429571373460943,-7.193599635301335e-05,0.008140350872442498,0.006309453499388333,0.007529637334166773,0.013315509666769476,0.01195631238935385,0.009249228635240445,0.0025263855917622476,0.005758108048563412,0.007470182573603963
14,2012-03-01,-0.016014239277670206,-0.015581881429788537,-0.01596203562962925,-0.01042583059885022,-0.009567915422316867,-0.011519409113521792,-0.00820483673693856,-0.007277674428999304,-0.008044920818382305,-0.017575366617691893,-0.0107856205431132,-0.011492750381644271
15,2012-04-01,0.008025723374411233,0.01344379265833359,0.013768040820169254,0.008779487796175845,0.009246715550364574,0.009068585244333346,0.004474824652084575,0.005488812538612932,0.0077005580323801824,0.013389035234162204,0.010195141902438696,0.009136449714195973
16,2012-05-01,-0.01872276343984484,0.011379516956657612,0.0107958221780115,-0.01193489552038175,-0.006658251401158114,-0.008209231174436275,-0.021988036588422945,-0.020457451379739533,-0.014274358705687865,0.005630547711907581,-0.005101338886264814,-0.0077842644258907705
17,2012-06-01,0.008313234882021214,0.0024465877770858454,0.0020868947393862963,0.010453109828732337,0.009731283538926307,0.00903738542771118,0.013891136237944822,0.013828145988586593,0.011289066439540819,0.002610004968949731,0.00869305408124002,0.008561256025041453
18,2012-07-01,0.0212459143296714,0.018261671908595702,0.01929435303340342,0.01753998045182254,0.016494417836542614,0.01735904792750697,0.014430846019211527,0.01515784949825912,0.017158482417620958,0.02071874057509278,0.017720916646436522,0.017694666320371075
19,2012-08-01,0.011968452063664828,0.0008246310969318912,0.0015206036510165492,0.007809193920974421,0.006402329443272321,0.00685744002466436,0.010021965388849557,0.010056674178817702,0.009534714374538794,0.0038126904771069335,0.00640643257503256,0.0073466339170011
20,2012-09-01,-0.0040035227341847284,-0.00634411565378388,-0.007109869360780449,-0.002227316653601273,-0.00214723798636252,-0.0021986268802298868,0.003554564669130365,0.0018588666640927405,-0.0015688134662887145,-0.007839634948015458,-0.003824439500938771,-0.0028253271892239055
21,2012-10-01,-0.006611588359663537,-0.0022541864385465494,-0.002844802901173827,-0.0042996693428647,-0.0036855638926364775,-0.0039313577396416655,-0.004479211199681059,-0.0047038788712087725,-0.004902116626111799,-0.003823787530533234,-0.003915312701504209,-0.004213956572229614
22,2012-11-01,0.006723213070023146,0.0038208729156842982,0.003778283075025419,0.0052655154372370444,0.004947079641415353,0.005413626703920617,0.0064591649950836135,0.005868847936269226,0.005375280844455992,0.0046614751266228875,0.004837649455807018,0.00534916063820156
23,2012-12-01,-0.0038412921296441,-0.009160719355551246,-0.00972109555572846,-0.0022280013890026676,-0.0035394612635686927,-0.003487378580097459,0.002377909123678899,0.00126844986154005,-0.0023604505862149573,-0.009484086029914372,-0.004936847905545383,-0.004264862299662143
24,2013-01-01,0.00485393294577623,-0.004825898067466877,-0.004694519148363539,0.0055231207939116745,0.004811425705416307,0.003837833378579286,0.00933836851554191,0.009922661350618759,0.008436953466433432,-0.003516875527548823,0.00390008418926067,0.004157736183239877
25,2013-02-01,-0.005004582626429091,0.0031737247496761148,0.0024450079203529908,0.00012126558426513726,0.0020888276622243584,0.0006897346769021906,-0.0004932636487164966,4.028673784051514e-05,0.000431164648173018,0.00045291190209221865,0.0016983563762882758,0.0006157599253924153
26,2013-03-01,0.0030762133574471426,0.000913397015097584,0.000803810500316509,0.004697503422233413,0.005128939639775568,0.004216827453648612,0.0063790716039167535,0.006818794247119303,0.00637934330113185,0.0008063213540713477,0.004601690194030634,0.004434069135781595
27,2013-04-01,0.00962860980870562,0.017438237764919613,0.01603175865338077,0.016139022157532,0.017411915573629495,0.016426920304001183,0.015551634695025822,0.015682666813959467,0.015326617100277941,0.015003545473091377,0.016975441820836247,0.01575670750427293
28,2013-05-01,-0.026004761432041,-0.02804499148348676,-0.028371860975653404,-0.02567249039542042,-0.02400924684664617,-0.025071298382175554,-0.020860179434620978,-0.021264700503589976,-0.02228001030065895,-0.029310306547624166,-0.02516427893756665,-0.0242861965342135
29,2013-06-01,-0.02001992232692081,-0.02022869221973461,-0.019660021700179657,-0.021345049115336936,-0.020745322005081016,-0.021301376179259045,-0.022532113326199234,-0.021609028679348784,-0.01996198357531224,-0.01990717304871538,-0.02035781394666048,-0.020474784774289528
30,2013-07-01,0.013446758166301746,0.0022158471828294473,0.002272431474211936,0.011287333769292722,0.010654050492385216,0.010499814151683731,0.016185136949332914,0.01580329523434559,0.013914414437990633,0.004174643945544141,0.009868410116604266,0.010862336682493926
31,2013-08-01,-0.006923575965693757,-0.01067989564531119,-0.009973315874467743,-0.013585013185470082,-0.014216796610506848,-0.012668736500781944,-0.014604735043865218,-0.015140297319134641,-0.01374559559640823,-0.008441468957437257,-0.013185317353516732,-0.012033763202919826
32,2013-09-01,0.005273684592119083,0.005010820102941421,0.003323517598004124,0.01099526051630911,0.011253170913156361,0.010659912444928428,0.01743817224514198,0.015659209732373485,0.011290214129991925,0.0025706720660723338,0.009038005230564734,0.009575749220703617
33,2013-10-01,0.010166360631772094,0.010560621744967448,0.00966735687578491,0.01401568005799878,0.01447219423572095,0.013770354872780062,0.01703150499222897,0.016558041362870545,0.014386260229965976,0.009205671868536321,0.013415053200370465,0.013199512772042008
34,2013-11-01,-0.004975899573744167,-0.007144002387052312,-0.007606297597351857,-0.004975757334134048,-0.0038079191801558975,-0.0042631812248267115,-0.00033873529877084883,-0.001293005214488389,-0.002905267346138684,-0.00798433708829561,-0.004867316543911869,-0.00397714504513998
35,2013-12-01,-0.0036355372809682472,-0.007557475312586801,-0.007638536481098449,-0.003814927191323659,-0.0038260578500390885,-0.004159144251592537,-0.0017851898786234253,-0.0017348092675580423,-0.002282645274998882,-0.007136005214859927,-0.004214487055717368,-0.003882242570317165
36,2014-01-01,0.004765946984836424,0.01776863895728776,0.01843340224595726,0.006785867529020622,0.008363109193324609,0.007473388987304558,-0.003250663204536078,-0.0004633867601976884,0.005257451893538322,0.01714814474414869,0.010580940920059621,0.008105446630068071
37,2014-02-01,0.01839921857296974,0.00992853634248263,0.009752084878209385,0.018391777821009227,0.01722901251984873,0.01712231975357863,0.02151769882579139,0.021428225828774954,0.01961233084497795,0.011521447352560027,0.016624092923933954,0.017004599554610627
38,2014-03-01,0.001348249144322096,0.0006425138985283287,0.0005788082510388889,0.0010776040303419623,0.0007718530159641829,0.001194827790098548,0.002903117334612181,0.0019951594134675855,0.0006391010930958461,0.00035701127078003513,0.0002663119282464384,0.0008209334881401156
